OrdemBancaria,CredorDocumento,Credor_Nome,DatadoPagamento,CodigoFonteDeRecurso,CodigoDetalhamentoFr,DocumentodeLiquidacao,NUMERO_PROCESSO,CodigoUnidadeGestora,CodigoProjetoAtividade,CodigoNaturezaDaDespesa,NomeNaturezaDaDespesa,NomeElementoDeDespesa,Valor
2026160101OB00700,2.30609E+13,PREFEITURA MUNICIPAL DE TERRA SANTA,21/01/2026,1500100102,6361,2025160101DL011766,2024/753024,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,473.31"
2026160101OB00701,5.35161E+12,PREFEITURA MUNICIPAL DE SAO CAETANO DE ODIVELAS,21/01/2026,1500100102,6360,2024160101DL017662,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,257.25"
2026160101OB00720,5.19656E+12,PREFEITURA MUNICIPAL DE BUJARU,21/01/2026,1500100102,6360,2024160101DL017628,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 735.36
2026160101OB00725,5.05994E+12,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO TAUA,21/01/2026,1500100102,6360,2024160101DL017628,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,224.74"
2026160101OB00745,2.30609E+13,PREFEITURA MUNICIPAL DE TERRA SANTA,21/01/2026,1500100102,6360,2024160101DL017750,2023/1337346,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 248.64
2026160101OB00748,5.17192E+12,PREFEITURA MUNICIPAL DE INHANGAPI,22/01/2026,1500100102,6360,2024160101DL017670,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 183.84
2026160101OB00749,5.17192E+12,PREFEITURA MUNICIPAL DE INHANGAPI,22/01/2026,1500100102,6360,2024160101DL017628,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 183.84
2026160101OB00751,3.48235E+13,PREFEITURA MUNICIPAL DE TERRA ALTA.,22/01/2026,1500100102,6361,2024160101DL018017,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,314.22"
2026160101OB00752,5.14909E+12,PREFEITURA MUNICIPAL DE CAPANEMA,22/01/2026,1500100102,6361,2024160101DL018017,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 8,881.62"
2026160101OB00755,2.29806E+13,PREFEITURA MUNICIPAL DE OURILÂNDIA DO NORTE,22/01/2026,1500100102,6361,2024160101DL018022,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,404.32"
2026160101OB00757,5.25163E+12,PREFEITURA MUNICIPAL DE TUCURUI,22/01/2026,1500100102,6361,2024160101DL018082,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 4,122.86"
2026160101OB00758,2.29806E+13,PREFEITURA MUNICIPAL DE OURILÂNDIA DO NORTE,22/01/2026,1500100102,6360,2024160101DL017670,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 266.49
2026160101OB00759,2.29806E+13,PREFEITURA MUNICIPAL DE OURILÂNDIA DO NORTE,22/01/2026,1500100102,6360,2024160101DL017628,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 266.49
2026160101OB00775,5.12599E+12,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO PARA,22/01/2026,1500100102,6361,2024160101DL018017,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 906.18
2026160101OB00779,5.14918E+12,PREFEITURA MUNICIPAL DE SANTAREM NOVO,22/01/2026,1500100102,6361,2024160101DL018022,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,314.22"
2026160101OB00780,4.83879E+12,PREFEITURA MUNICIPAL DE ALENQUER,22/01/2026,1500100102,6361,2024160101DL018017,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 6,931.49"
2026160101OB00782,1.61332E+12,PREFEITURA MUNICIPAL DE CURUÁ,22/01/2026,1500100102,6361,2024160101DL018017,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 906.18
2026160101OB00783,2.29414E+13,PREFEITURA MUNICIPAL DE TAILANDIA,22/01/2026,1500100102,6361,2024160101DL018082,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 4,122.86"
2026160101OB00784,5.0704E+12,PREFEIT.MUNIC.DE CONCEICAO DO ARAGUAIA,22/01/2026,1500100102,6361,2024160101DL018082,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 5,437.08"
2026160101OB00785,5.25756E+12,PREFEITURA MUNICIPAL DE JURUTI,22/01/2026,1500100102,6361,2024160101DL018082,2023/881443,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 5,029.03"
2026160101OB00800,2.29537E+13,PREFEITURA MUNICIPAL DE DOM ELISEU,22/01/2026,1500100102,6360,2024160101DL017338,2024/901706,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,289.21"
2026160101OB00801,5.14917E+12,PREFEITURA MUNICIPAL DE SALINOPOLIS,22/01/2026,1500100102,6360,2024160101DL017338,2024/901706,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,739.88"
2026160101OB00852,5.26312E+12,PREFEITURA MUNICIPAL DE ALTAMIRA,23/01/2026,1550000004,6360,2025160101DL004505,2025/2509746,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 3,897.99"
2026160101OB00856,5.13873E+12,PREFEITURA MUNICIPAL DE ITAITUBA,23/01/2026,1550000004,6360,2025160101DL004505,2025/2509746,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 7,035.49"
2026160101OB00858,1.02217E+13,PREFEITURA MUNICIPAL DE JACAREACANGA,23/01/2026,1550000004,6360,2025160101DL004505,2025/2509746,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,132.53"
2026160101OB00860,1.02218E+13,PREFEITURA MUNICIPAL DE NOVO PROGRESSO,23/01/2026,1550000004,6360,2025160101DL004505,2025/2509746,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 408.23
2026160101OB00863,5.42111E+12,PREFEITURA MUNICIPAL DE SENADOR JOSE PORFIRIO,23/01/2026,1550000004,6360,2025160101DL004505,2025/2509746,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,688.91"
2026160101OB00866,3.48879E+13,PREFEITURA MUNICIPAL DE VITORIA DO XINGU,23/01/2026,1550000004,6360,2025160101DL004505,2025/2509746,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 408.23
2026160101OB00869,1.61319E+12,PREFEITURA MUNICIPAL DE ANAPU,26/01/2026,1550000004,6360,2025160101DL004505,2025/2509746,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,336.64"
2026160101OB00888,5.14917E+12,PREFEITURA MUNICIPAL DE SALINOPOLIS,26/01/2026,1500100102,6360,2024160101DL017350,2024/901706,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 698.52
2026160101OB00910,5.05847E+12,PREFEITURA MUNICIPAL DE BENEVIDES,26/01/2026,2550000004,6360,2025160101DL011757,2025/3113271,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 6,007.48"
2026160101OB00962,5.19656E+12,PREFEITURA MUNICIPAL DE BUJARU,27/01/2026,1500100102,6360,2024160101DL017652,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 735.36
2026160101OB00972,5.14912E+12,PREFEITURA MUNICIPAL DE IGARAPE-ACU,27/01/2026,1500100102,6360,2024160101DL017445,2023/640545,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 696.89
2026160101OB00973,5.35161E+12,PREFEITURA MUNICIPAL DE VIGIA DE NAZARE,27/01/2026,1500100102,6360,2024160101DL017445,2023/640545,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 597.09
2026160101OB00975,5.35161E+12,PREFEITURA MUNICIPAL DE SAO CAETANO DE ODIVELAS,27/01/2026,1500100102,6360,2024160101DL017612,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,257.25"
2026160101OB01011,2.29812E+13,PREFEITURA MUNICIPAL DE SAO JOAO DE PIRABAS,27/01/2026,1500100102,6360,2024160101DL017621,2023/640612,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 348.45
2026160101OB01115,5.12599E+12,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO PARA,28/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01124,2.29812E+13,PREFEITURA MUNICIPAL DE SAO JOAO DE PIRABAS,28/01/2026,1500100102,6360,2024160101DL017652,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 367.68
2026160101OB01170,5.05501E+12,PREFEITURA MUNICIPAL DE BELEM,28/01/2026,1500100102,6361,2025160101DL001050,2025/2170285,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 0.10
2026160101OB01200,1.61167E+12,PREFEITURA MUNICIPAL DE MARITUBA,28/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 3,801.59"
2026160101OB01203,5.05844E+12,PREFEITURA MUNICIPAL DE ANANINDEUA,28/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 50,229.86"
2026160101OB01204,5.05847E+12,PREFEITURA MUNICIPAL DE BENEVIDES,28/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 9,599.40"
2026160101OB01205,5.4213E+12,PREFEITURA MUNICIPAL DE SAO FELIX DO XINGU,28/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01206,5.13244E+12,PREFEITURA MUNICIPAL DE PONTA DE PEDRAS,28/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,996.23"
2026160101OB01207,5.14911E+12,PREFEITURA MUNICIPAL DE CAPITAO POCO,28/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,614.57"
2026160101OB01210,3.46711E+13,PREFEITURA MUNICIPAL DE AGUA AZUL DO NORTE,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01211,8.33347E+13,PREFEITURA MUNICIPAL DE ULIANOPOLIS,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 427.48
2026160101OB01212,5.83298E+12,PREFEITURA MUNICIPAL DE SANTANA DO ARAGUAIA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,328.28"
2026160101OB01213,3.4671E+13,PREFEITURA MUNICIPAL DE PAU DARCO,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01214,5.12199E+12,PREFEITURA MUNICIPAL DE CASTANHAL,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 10,881.85"
2026160101OB01215,5.25756E+12,PREFEITURA MUNICIPAL DE JURUTI,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 3,564.97"
2026160101OB01216,5.13118E+12,PREFEITURA MUNICIPAL DE OBIDOS,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 3,897.02"
2026160101OB01217,1.61319E+12,PREFEITURA MUNICIPAL DE ANAPU,28/01/2026,1550000004,6360,2025160101DL004505,2025/2509746,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"-R$ 1,336.64"
2026160101OB01218,5.12599E+12,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO PARA,28/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,-R$ 950.40
2026160101OB01219,1.61332E+12,PREFEITURA MUNICIPAL DE CURUÁ,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01220,1.73498E+13,PREFEITURA MUNICIPAL DE MOJUI DOS CAMPOS,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01221,4.8385E+12,PREFEITURA MUNICIPAL DE MONTE ALEGRE,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 6,652.78"
2026160101OB01222,1.61411E+12,PREFEITURA MUNICIPAL DE BELTERRA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01223,5.18223E+12,PREFEITURA MUNICIPAL DE SANTAREM,30/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 25,328.67"
2026160101OB01225,2.29414E+13,PREFEITURA MUNICIPAL DE TAILANDIA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01226,4.87359E+12,PREFEITURA MUNICIPAL DE BRAGANCA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 8,221.52"
2026160101OB01228,5.05846E+12,PREFEITURA MUNICIPAL DE BARCARENA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 9,694.83"
2026160101OB01229,5.10513E+12,PREFEITURA MUNICIPAL DE ABAETETUBA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 14,114.76"
2026160101OB01230,5.14908E+12,PREFEITURA MUNICIPAL DE BONITO,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,423.71"
2026160101OB01231,5.19307E+12,PREFEITURA MUNICIPAL DE SAO MIGUEL DO GUAMA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,423.71"
2026160101OB01234,5.19306E+12,PREFEITURA MUNICIPAL DE PARAGOMINAS,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 3,801.59"
2026160101OB01236,5.36302E+12,PREFEITURA MUNICIPAL DE MAE DO RIO,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,851.19"
2026160101OB01239,4.14417E+12,PREFEITURA MUNICIPAL DE REDENCAO,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 3,801.59"
2026160101OB01241,5.12199E+12,PREFEITURA MUNICIPAL DE CASTANHAL,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 4,229.07"
2026160101OB01245,5.13108E+12,PREFEITURA MUNICIPAL DE ORIXIMINA,30/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,423.71"
2026160101OB01247,5.25756E+12,PREFEITURA MUNICIPAL DE JURUTI,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 5,274.90"
2026160101OB01252,5.18223E+12,PREFEITURA MUNICIPAL DE SANTAREM,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 13,496.42"
2026160101OB01256,5.05846E+12,PREFEITURA MUNICIPAL DE BARCARENA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01258,5.10513E+12,PREFEITURA MUNICIPAL DE ABAETETUBA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 9,885.70"
2026160101OB01259,5.19655E+12,PREFEITURA MUNICIPAL DE ACARA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,900.80"
2026160101OB01263,1.61167E+12,PREFEITURA MUNICIPAL DE MARITUBA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,900.80"
2026160101OB01269,5.05844E+12,PREFEITURA MUNICIPAL DE ANANINDEUA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 34,359.40"
2026160101OB01270,5.05847E+12,PREFEITURA MUNICIPAL DE BENEVIDES,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,900.80"
2026160101OB01273,5.14913E+12,PREFEITURA MUNICIPAL DE OUREM,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 4,324.50"
2026160101OB01274,5.12599E+12,PREFEITURA MUNICIPAL DE SAO FRANCISCO DO PARA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01275,6.38878E+13,PREFEITURA MUNICIPAL DE SANTA LUZIA DO PARA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 950.40
2026160101OB01276,8.33347E+13,PREFEITURA MUNICIPAL DE SANTA BARBARA DO PARA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,423.71"
2026160101OB01277,1.613E+12,PREFEITURA MUNICIPAL DE TRACUATEUA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,900.80"
2026160101OB01278,5.17168E+12,PREFEITURA MUNICIPAL DE MARAPANIM,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,946.62"
2026160101OB01279,5.19312E+12,PREFEITURA MUNICIPAL DE SAO DOMINGOS DO CAPIM,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,519.14"
2026160101OB01280,8.3268E+13,PREFEITURA MUNICIPAL DE AURORA DO PARA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,900.80"
2026160101OB01281,8.3268E+13,PREFEITURA MUNICIPAL DE IPIXUNA DO PARA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,900.80"
2026160101OB01282,1.59532E+12,PREFEITURA MUNICIPAL DE BANNACH,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 522.91
2026160101OB01283,4.88448E+12,PREFEITURA MUNICIPAL DE CACHOEIRA DO ARARI,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 427.48
2026160101OB01284,4.88852E+12,PREFEITURA MUNICIPAL DE SALVATERRA.,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,900.80"
2026160101OB01286,5.14913E+12,PREFEITURA MUNICIPAL DE OUREM,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 522.91
2026160101OB01309,3.48235E+13,PREFEITURA MUNICIPAL DE TERRA ALTA.,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,377.88"
2026160101OB01314,4.14418E+12,PREFEITURA MUNICIPAL DE RIO MARIA,29/01/2026,1550000004,6361,2025160101DL006672,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,473.31"
2026160101OB01324,3.48235E+13,PREFEITURA MUNICIPAL DE TERRA ALTA.,29/01/2026,1500100102,6360,2024160101DL017652,2024/128446,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,R$ 450.33
2026160101OB01328,1.61319E+12,PREFEITURA MUNICIPAL DE ANAPU,29/01/2026,1550000004,6360,2025160101DL004505,2025/2509746,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,336.64"
2026160101OB01334,8.32114E+13,PREFEITURA MUNICIPAL DE GOIANESIA DO PARA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,377.88"
2026160101OB01336,2.30609E+13,PREFEITURA MUNICIPAL DE TERRA SANTA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,473.31"
2026160101OB01337,5.17192E+12,PREFEITURA MUNICIPAL DE INHANGAPI,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,423.71"
2026160101OB01338,4.87359E+12,PREFEITURA MUNICIPAL DE BRAGANCA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,946.62"
2026160101OB01340,5.25163E+12,PREFEITURA MUNICIPAL DE TUCURUI,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 4,324.50"
2026160101OB01341,2.29414E+13,PREFEITURA MUNICIPAL DE TAILANDIA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 4,324.50"
2026160101OB01357,4.8736E+12,PREFEITURA MUNICIPAL DE AUGUSTO CORREA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,473.31"
2026160101OB01358,5.10528E+12,PREFEITURA MUNICIPAL DE CAMETA,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 6,748.21"
2026160101OB01361,5.42587E+12,PREFEITURA MUNICIPAL DE BAIAO,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 1,996.23"
2026160101OB01363,5.10517E+12,PREFEITURA MUNICIPAL DE LIMOEIRO DO AJURU,29/01/2026,1550000004,6361,2025160101DL006655,2025/2608745,160101,XXXX,XXXXXXXX,XXXXXXXX,XXXXXX,"R$ 2,423.71"
